No.,Time,Source,Destination,Protocol,Length,Info,Destination port,Identification,IP Flags,IP Header checksum,TCP Flags,TCP Checksum,Value
1858,15.49014331,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d4d (19789),0x00,0xc296,0x010,0x7985,0
1859,15.49014748,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=457994 Win=65535 Len=0,443,0x1185 (4485),0x02,0x0413,0x010,0x0c6b,0
1860,15.49015124,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d4e (19790),0x00,0xc295,0x010,0xea2e,0
1861,15.49015367,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d4f (19791),0x00,0xc294,0x010,0xa280,0
1862,15.49015562,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=460914 Win=65535 Len=0,443,0x1186 (4486),0x02,0x0412,0x010,0x0103,0
1863,15.49016936,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d50 (19792),0x00,0xc293,0x018,0x5766,0
1864,15.49017142,192.168.188.2,192.168.188.128,DNS,205,Standard query response 0xce52 A ocsp.int-x3.letsencrypt.org CNAME ocsp.int-x3.letsencrypt.org.edgesuite.net CNAME a771.dscq.akamai.net A 23.74.28.40 A 23.74.28.18,48163,0x4d51 (19793),0x00,0xf308,0,0,0
1865,15.49018538,208.59.215.211,192.168.188.128,TLSv1.2,1148,"Application Data, Application Data",56498,0x4d52 (19794),0x00,0xc3ff,0x018,0x575f,0
1866,15.49018823,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=463468 Win=65535 Len=0,443,0x1187 (4487),0x02,0x0411,0x010,0xf708,0
1867,15.49019019,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d53 (19795),0x00,0xc290,0x010,0xa422,0
1868,15.49019142,208.59.215.211,192.168.188.128,TLSv1.2,700,Application Data,56498,0x4d54 (19796),0x00,0xc5bd,0x018,0x7d67,0
1869,15.49019258,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=465574 Win=65535 Len=0,443,0x1188 (4488),0x02,0x0410,0x010,0xeece,0
1870,15.49019393,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d55 (19797),0x00,0xc28e,0x010,0x44ec,0
1871,15.49019498,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d56 (19798),0x00,0xc28d,0x010,0xbe66,0
1872,15.49019659,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=468494 Win=65535 Len=0,443,0x1189 (4489),0x02,0x040f,0x010,0xe366,0
1873,15.49021032,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d57 (19799),0x00,0xc28c,0x010,0x40f5,0
1874,15.49021237,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d58 (19800),0x00,0xc28b,0x018,0x1e8e,0
1875,15.49021405,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=471414 Win=65535 Len=0,443,0x118a (4490),0x02,0x040e,0x010,0xd7fe,0
1876,15.4904159,192.168.188.128,184.50.214.40,TLSv1.2,251,Client Hello,443,0x77fc (30716),0x02,0xb68a,0x018,0x8bce,0
1877,15.49498424,184.50.214.40,192.168.188.128,TCP,60,443  >  54256 [ACK] Seq=1 Ack=198 Win=64240 Len=0,54256,0x4d59 (19801),0x00,0xe1f2,0x010,0x5c82,0
1878,15.49500023,192.168.188.2,192.168.188.128,DNS,229,Standard query response 0xfdd8 AAAA ocsp.int-x3.letsencrypt.org CNAME ocsp.int-x3.letsencrypt.org.edgesuite.net CNAME a771.dscq.akamai.net AAAA 2600:1401:3::174a:1c32 AAAA 2600:1401:3::174a:1c33,48163,0x4d5a (19802),0x00,0xf2e7,0,0,0
1879,15.49501689,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d5b (19803),0x00,0xc288,0x010,0x04dd,0
1880,15.49502261,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d5c (19804),0x00,0xc287,0x010,0x893b,0
1881,15.49503095,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=474334 Win=65535 Len=0,443,0x118b (4491),0x02,0x040d,0x010,0xcc96,0
1882,15.49504392,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d5d (19805),0x00,0xc286,0x018,0xe181,0
1883,15.49504597,208.59.215.211,192.168.188.128,TLSv1.2,319,Application Data,56498,0x4d5e (19806),0x00,0xc730,0x018,0xfb92,0
1884,15.49504771,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=476059 Win=65535 Len=0,443,0x118c (4492),0x02,0x040c,0x010,0xc5d9,0
1885,15.49506546,13.35.85.155,192.168.188.128,TLSv1.2,1514,Server Hello,48888,0x4d5f (19807),0x00,0x07d6,0x010,0x1040,0
1886,15.49506901,192.168.188.128,13.35.85.155,TCP,54,48888  >  443 [ACK] Seq=191 Ack=1461 Win=32120 Len=0,443,0xbb63 (47971),0x02,0x9f85,0x010,0x8eaf,0
1887,15.49507111,13.35.85.155,192.168.188.128,TLSv1.2,1514,Certificate [TCP segment of a reassembled PDU],48888,0x4d60 (19808),0x00,0x07d5,0x010,0x5d92,0
1888,15.49509747,192.168.188.128,13.35.85.155,TCP,54,48888  >  443 [ACK] Seq=191 Ack=2921 Win=35040 Len=0,443,0xbb64 (47972),0x02,0x9f84,0x010,0x7d93,0
1889,15.49510253,13.35.85.155,192.168.188.128,TLSv1.2,886,"Certificate Status, Server Key Exchange, Server Hello Done",48888,0x4d61 (19809),0x00,0x0a48,0x018,0x2655,0
1890,15.49510442,192.168.188.128,13.35.85.155,TCP,54,48888  >  443 [ACK] Seq=191 Ack=3753 Win=37960 Len=0,443,0xbb65 (47973),0x02,0x9f83,0x010,0x6eeb,0
1891,15.49945483,192.168.188.128,13.35.85.155,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",443,0xbb66 (47974),0x02,0x9f04,0x018,0x3380,0
1892,15.49963284,192.168.188.128,23.74.28.40,TCP,74,52292  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4082129949 TSecr=0 WS=128,80,0x800c (32780),0x02,0x0a15,0x002,0x0271,0
1893,15.5032202,13.35.85.155,192.168.188.128,TCP,60,443  >  48888 [ACK] Seq=3753 Ack=317 Win=64240 Len=0,48888,0x4d62 (19810),0x00,0x0d87,0x010,0x07c5,0
1894,15.50323558,147.75.76.93,192.168.188.128,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",34728,0x4d63 (19811),0x00,0x8f89,0x018,0xfb97,0
1895,15.50325173,172.217.15.110,192.168.188.128,TLSv1.2,407,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message, Application Data",44606,0x4d64 (19812),0x00,0xb29a,0x018,0x8ed7,0
1896,15.50325423,147.75.76.93,192.168.188.128,TLSv1.2,123,Application Data,34728,0x4d65 (19813),0x00,0x9054,0x018,0xa77d,0
1897,15.50325585,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d66 (19814),0x00,0xc27d,0x010,0x908e,0
1898,15.50325802,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d67 (19815),0x00,0xc27c,0x010,0xbf8a,0
1899,15.50326514,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=478979 Win=65535 Len=0,443,0x118d (4493),0x02,0x040b,0x010,0xba71,0
1900,15.50327895,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d68 (19816),0x00,0xc27b,0x010,0x2106,0
1901,15.50328287,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d69 (19817),0x00,0xc27a,0x010,0x8711,0
1902,15.50328783,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=481899 Win=65535 Len=0,443,0x118e (4494),0x02,0x040a,0x010,0xaf09,0
1903,15.50330971,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d6a (19818),0x00,0xc279,0x010,0x0b68,0
1904,15.50331181,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d6b (19819),0x00,0xc278,0x010,0x6237,0
1905,15.50331427,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=484819 Win=65535 Len=0,443,0x118f (4495),0x02,0x0409,0x010,0xa3a1,0
1906,15.5033159,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d6c (19820),0x00,0xc277,0x010,0xa476,0
1907,15.50331701,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d6d (19821),0x00,0xc276,0x010,0x03d0,0
1908,15.50331861,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=487739 Win=65535 Len=0,443,0x1190 (4496),0x02,0x0408,0x010,0x9839,0
1909,15.50332007,208.59.215.211,192.168.188.128,TLSv1.2,965,Application Data,56498,0x4d6e (19822),0x00,0xc49a,0x018,0xecab,0
1910,15.50332165,172.217.15.110,192.168.188.128,TLSv1.2,1514,Server Hello,44612,0x4d6f (19823),0x00,0xae3c,0x010,0xff16,0
1911,15.50332387,192.168.188.128,172.217.15.110,TCP,54,44612  >  443 [ACK] Seq=193 Ack=1461 Win=32120 Len=0,443,0x09e6 (2534),0x02,0xf779,0x010,0x669c,0
1912,15.50332551,172.217.15.110,192.168.188.128,TCP,1454,"443  >  44612 [PSH, ACK] Seq=1461 Ack=193 Win=64240 Len=1400 [TCP segment of a reassembled PDU]",44612,0x4d70 (19824),0x00,0xae77,0x018,0xb97b,0
1913,15.50332723,192.168.188.128,172.217.15.110,TCP,54,44612  >  443 [ACK] Seq=193 Ack=2861 Win=35040 Len=0,443,0x09e7 (2535),0x02,0xf778,0x010,0x55bc,0
1914,15.50347935,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=488650 Win=65535 Len=0,443,0x1191 (4497),0x02,0x0407,0x010,0x94aa,0
1915,15.50519143,192.168.188.128,172.217.15.110,TLSv1.2,85,Encrypted Alert,443,0x308a (12426),0x02,0xd0b6,0x018,0xc10a,0
1916,15.50520448,192.168.188.128,172.217.15.110,TCP,54,"44606  >  443 [FIN, ACK] Seq=506 Ack=3235 Win=37960 Len=0",443,0x308b (12427),0x02,0xd0d4,0x011,0x7d50,0
1917,15.50719885,172.217.15.110,192.168.188.128,TCP,60,443  >  44606 [ACK] Seq=3235 Ack=506 Win=64240 Len=0,44606,0x4d71 (19825),0x00,0xb3ee,0x010,0x16a9,0
1918,15.50720994,172.217.15.110,192.168.188.128,TCP,60,443  >  44606 [ACK] Seq=3235 Ack=507 Win=64239 Len=0,44606,0x4d72 (19826),0x00,0xb3ed,0x010,0x16a9,0
1919,15.5210602,192.168.188.128,13.35.85.155,TLSv1.2,1009,Application Data,443,0xbb67 (47975),0x02,0x9bc6,0x018,0x3da4,0
1920,15.52130702,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d73 (19827),0x00,0xc270,0x018,0xf053,0
1921,15.52313158,172.217.15.110,192.168.188.128,TLSv1.2,1514,Server Hello,44614,0x4d74 (19828),0x00,0xae37,0x010,0x6674,0
1922,15.52314443,192.168.188.128,172.217.15.110,TCP,54,44614  >  443 [ACK] Seq=193 Ack=1461 Win=32120 Len=0,443,0xfdaa (64938),0x02,0x03b5,0x010,0x810c,0
1923,15.52316094,172.217.15.110,192.168.188.128,TCP,1454,"443  >  44614 [PSH, ACK] Seq=1461 Ack=193 Win=64240 Len=1400 [TCP segment of a reassembled PDU]",44614,0x4d75 (19829),0x00,0xae72,0x018,0xd3eb,0
1924,15.52316462,192.168.188.128,172.217.15.110,TCP,54,44614  >  443 [ACK] Seq=193 Ack=2861 Win=35040 Len=0,443,0xfdab (64939),0x02,0x03b4,0x010,0x702c,0
1925,15.5231667,172.217.15.110,192.168.188.128,TLSv1.2,531,"Certificate, Server Key Exchange, Server Hello Done",44612,0x4d76 (19830),0x00,0xb20c,0x018,0x5fea,0
1926,15.52316866,192.168.188.128,172.217.15.110,TCP,54,44612  >  443 [ACK] Seq=193 Ack=3338 Win=37960 Len=0,443,0x09e8 (2536),0x02,0xf777,0x010,0x4877,0
1927,15.52325076,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d77 (19831),0x00,0xc26c,0x010,0x91cc,0
1928,15.52325848,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=491570 Win=65535 Len=0,443,0x1192 (4498),0x02,0x0406,0x010,0x8942,0
1929,15.52326158,208.59.215.211,192.168.188.128,TLSv1.2,1331,"Application Data, Application Data",56498,0x4d78 (19832),0x00,0xc322,0x018,0x68e3,0
1930,15.52326351,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d79 (19833),0x00,0xc26a,0x010,0x7f56,0
1931,15.52326528,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=494307 Win=65535 Len=0,443,0x1193 (4499),0x02,0x0405,0x010,0x7e91,0
1932,15.52326674,208.59.215.211,192.168.188.128,TLSv1.2,700,Application Data,56498,0x4d7a (19834),0x00,0xc597,0x018,0xe4e6,0
1933,15.52326824,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d7b (19835),0x00,0xc268,0x010,0x0847,0
1934,15.52326977,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=496413 Win=65535 Len=0,443,0x1194 (4500),0x02,0x0404,0x010,0x7657,0
1935,15.52327121,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d7c (19836),0x00,0xc267,0x010,0x492f,0
1936,15.52327263,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d7d (19837),0x00,0xc266,0x010,0x4320,0
1937,15.52327422,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=499333 Win=65535 Len=0,443,0x1195 (4501),0x02,0x0403,0x010,0x6aef,0
1938,15.52329502,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d7e (19838),0x00,0xc265,0x010,0x61ef,0
1939,15.52330143,208.59.215.211,192.168.188.128,TLSv1.2,700,Application Data [TCP segment of a reassembled PDU],56498,0x4d7f (19839),0x00,0xc592,0x018,0x62e4,0
1940,15.52332617,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=501439 Win=65535 Len=0,443,0x1196 (4502),0x02,0x0402,0x010,0x62b5,0
1941,15.52332959,172.217.15.110,192.168.188.128,TLSv1.2,533,"Certificate, Server Key Exchange, Server Hello Done",44614,0x4d80 (19840),0x00,0xb200,0x018,0xfe47,0
1942,15.52333178,192.168.188.128,172.217.15.110,TCP,54,44614  >  443 [ACK] Seq=193 Ack=3340 Win=37960 Len=0,443,0xfdac (64940),0x02,0x03b3,0x010,0x62e5,0
1943,15.5233332,13.35.85.155,192.168.188.128,TCP,60,443  >  48888 [ACK] Seq=3753 Ack=1272 Win=64240 Len=0,48888,0x4d81 (19841),0x00,0x0d68,0x010,0x040a,0
1944,15.52588844,192.168.188.128,172.217.15.110,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",443,0xfdad (64941),0x02,0x0355,0x018,0xb9b2,0
1945,15.52787122,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d82 (19842),0x00,0xc261,0x010,0x13a0,0
1946,15.5278835,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d83 (19843),0x00,0xc260,0x018,0xe063,0
1947,15.52789019,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=504359 Win=65535 Len=0,443,0x1197 (4503),0x02,0x0401,0x010,0x574d,0
1948,15.52792314,208.59.215.211,192.168.188.128,TLSv1.2,1133,"Application Data, Application Data",56498,0x4d84 (19844),0x00,0xc3dc,0x018,0x5eb3,0
1949,15.52792631,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d85 (19845),0x00,0xc25e,0x010,0xd415,0
1950,15.52792889,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=506898 Win=65535 Len=0,443,0x1198 (4504),0x02,0x0400,0x010,0x4d62,0
1951,15.52793101,208.59.215.211,192.168.188.128,TLSv1.2,700,Application Data,56498,0x4d86 (19846),0x00,0xc58b,0x018,0x3ca2,0
1952,15.52793233,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d87 (19847),0x00,0xc25c,0x010,0xe8e2,0
1953,15.52793393,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=509004 Win=65535 Len=0,443,0x1199 (4505),0x02,0x03ff,0x010,0x4528,0
1954,15.52793556,208.59.215.211,192.168.188.128,TLSv1.2,700,Application Data,56498,0x4d88 (19848),0x00,0xc589,0x018,0x1606,0
1955,15.52793677,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data,56498,0x4d89 (19849),0x00,0xc25a,0x010,0x8216,0
1956,15.52793857,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=511110 Win=65535 Len=0,443,0x119a (4506),0x02,0x03fe,0x010,0x3cee,0
1957,15.52795719,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d8a (19850),0x00,0xc259,0x018,0x2a96,0
1958,15.52795972,13.35.87.180,192.168.188.128,TLSv1.2,1514,Server Hello,58810,0x4d8b (19851),0x00,0x0591,0x018,0xd684,0
1959,15.52796264,192.168.188.128,13.35.87.180,TCP,54,58810  >  443 [ACK] Seq=207 Ack=1461 Win=32120 Len=0,443,0xc63f (50751),0x02,0x9290,0x010,0x9da9,0
1960,15.52796493,172.217.15.110,192.168.188.128,TCP,60,443  >  44614 [ACK] Seq=3340 Ack=286 Win=64240 Len=0,44614,0x4d8c (19852),0x00,0xb3d3,0x010,0xfbdf,0
1961,15.52875141,192.168.188.128,172.217.15.110,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",443,0x09e9 (2537),0x02,0xf719,0x018,0xb2e9,0
1962,15.52962433,172.217.15.110,192.168.188.128,TCP,60,443  >  44612 [ACK] Seq=3338 Ack=286 Win=64240 Len=0,44612,0x4d8d (19853),0x00,0xb3d2,0x010,0xe171,0
1963,15.53032643,192.168.188.128,172.217.15.110,TLSv1.2,234,Application Data,443,0xfdae (64942),0x02,0x02fd,0x018,0xc0a6,0
1964,15.53453439,172.217.15.110,192.168.188.128,TCP,60,443  >  44614 [ACK] Seq=3340 Ack=466 Win=64240 Len=0,44614,0x4d8e (19854),0x00,0xb3d1,0x010,0xfb2b,0
1965,15.53628981,192.168.188.128,172.217.15.110,TLSv1.2,234,Application Data,443,0x09ea (2538),0x02,0xf6c1,0x018,0xbdcb,0
1966,15.53641941,172.217.15.110,192.168.188.128,TCP,60,443  >  44612 [ACK] Seq=3338 Ack=466 Win=64240 Len=0,44612,0x4d8f (19855),0x00,0xb3d0,0x010,0xe0bd,0
1967,15.54310086,13.35.87.180,192.168.188.128,TCP,1514,443  >  58810 [ACK] Seq=1461 Ack=207 Win=64240 Len=1460 [TCP segment of a reassembled PDU],58810,0x4d90 (19856),0x00,0x058c,0x010,0x78b5,0
1968,15.54311837,192.168.188.128,13.35.87.180,TCP,54,58810  >  443 [ACK] Seq=207 Ack=2921 Win=35040 Len=0,443,0xc640 (50752),0x02,0x928f,0x010,0x8c8d,0
1969,15.54317158,13.35.87.180,192.168.188.128,TLSv1.2,1514,Certificate [TCP segment of a reassembled PDU],58810,0x4d91 (19857),0x00,0x058b,0x018,0x9f49,0
1970,15.54317627,192.168.188.128,13.35.87.180,TCP,54,58810  >  443 [ACK] Seq=207 Ack=4381 Win=37960 Len=0,443,0xc641 (50753),0x02,0x928e,0x010,0x7b71,0
1971,15.54320641,13.35.87.180,192.168.188.128,TLSv1.2,614,"Certificate Status, Server Key Exchange, Server Hello Done",58810,0x4d92 (19858),0x00,0x090e,0x018,0xf854,0
1972,15.54320985,192.168.188.128,13.35.87.180,TCP,54,58810  >  443 [ACK] Seq=207 Ack=4941 Win=40880 Len=0,443,0xc642 (50754),0x02,0x928d,0x010,0x6dd9,0
1973,15.54322448,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d93 (19859),0x00,0xc250,0x018,0xe5ce,0
1974,15.54345373,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=514030 Win=65535 Len=0,443,0x119b (4507),0x02,0x03fd,0x010,0x3186,0
1975,15.54368649,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d94 (19860),0x00,0xc24f,0x010,0x7fd1,0
1976,15.54369515,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d95 (19861),0x00,0xc24e,0x010,0xc0b1,0
1977,15.5436993,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=516950 Win=65535 Len=0,443,0x119c (4508),0x02,0x03fc,0x010,0x261e,0
1978,15.54374818,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d96 (19862),0x00,0xc24d,0x018,0x0781,0
1979,15.5445019,192.168.188.128,147.75.76.93,TCP,54,34728  >  443 [ACK] Seq=288 Ack=3485 Win=40880 Len=0,443,0xc433 (50227),0x02,0x19cb,0x010,0xf5dc,0
1980,15.54628807,192.168.188.128,13.35.87.180,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",443,0xc643 (50755),0x02,0x920e,0x018,0x116a,0
1981,15.55049366,13.35.87.180,192.168.188.128,TCP,60,443  >  58810 [ACK] Seq=4941 Ack=333 Win=64240 Len=0,58810,0x4d97 (19863),0x00,0x0b39,0x010,0x121b,0
1982,15.55050708,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4d98 (19864),0x00,0xc24b,0x010,0xc194,0
1983,15.55051514,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=519870 Win=65535 Len=0,443,0x119d (4509),0x02,0x03fb,0x010,0x1ab6,0
1984,15.55094746,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4d99 (19865),0x00,0xc24a,0x018,0x00a4,0
1985,15.5523255,104.117.100.227,192.168.188.128,TLSv1.2,312,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",53922,0x4d9a (19866),0x00,0xa1b2,0x018,0xfa72,0
1986,15.55234839,13.35.85.155,192.168.188.128,TLSv1.2,296,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",48888,0x4d9b (19867),0x00,0x0c5c,0x018,0x2393,0
1987,15.55235108,184.50.214.40,192.168.188.128,TLSv1.2,1514,Server Hello,54256,0x4d9c (19868),0x00,0xdbfb,0x010,0x41dd,0
1988,15.55235774,192.168.188.128,184.50.214.40,TCP,54,54256  >  443 [ACK] Seq=198 Ack=1461 Win=32120 Len=0,443,0x77fd (30717),0x02,0xb74e,0x010,0xd446,0
1989,15.55239827,184.50.214.40,192.168.188.128,TLSv1.2,1514,Certificate [TCP segment of a reassembled PDU],54256,0x4d9d (19869),0x00,0xdbfa,0x010,0xc880,0
1990,15.55240275,192.168.188.128,184.50.214.40,TCP,54,54256  >  443 [ACK] Seq=198 Ack=2921 Win=35040 Len=0,443,0x77fe (30718),0x02,0xb74d,0x010,0xc32a,0
1991,15.55244342,184.50.214.40,192.168.188.128,TLSv1.2,812,"Certificate Status, Server Key Exchange, Server Hello Done",54256,0x4d9e (19870),0x00,0xdeb7,0x018,0x3b79,0
1992,15.55284567,192.168.188.128,184.50.214.40,TCP,54,54256  >  443 [ACK] Seq=198 Ack=3679 Win=37960 Len=0,443,0x77ff (30719),0x02,0xb74c,0x010,0xb4cc,0
1993,15.55339086,23.74.28.40,192.168.188.128,TCP,60,"80  >  52292 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460",52292,0x4d9f (19871),0x00,0x3c92,0x012,0x97c8,0
1994,15.55340402,192.168.188.128,23.74.28.40,TCP,54,52292  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0,80,0x800d (32781),0x02,0x0a28,0x010,0x3866,0
1995,15.55343937,172.217.15.110,192.168.188.128,TLSv1.2,92,Application Data,44606,0x4da0 (19872),0x00,0xb399,0x018,0x8de5,0
1996,15.55344732,192.168.188.128,172.217.15.110,TCP,54,44606  >  443 [RST] Seq=507 Win=0 Len=0,443,0x6455 (25685),0x02,0x9d0a,0x004,0xda0a,0
1997,15.55349693,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4da1 (19873),0x00,0xc242,0x010,0xfbaf,0
1998,15.55350144,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=522790 Win=65535 Len=0,443,0x119e (4510),0x02,0x03fa,0x010,0x0f4e,0
1999,15.55476215,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4da2 (19874),0x00,0xc241,0x010,0x5f5a,0
2000,15.55477432,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4da3 (19875),0x00,0xc240,0x010,0xbaae,0
2001,15.55478088,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=525710 Win=65535 Len=0,443,0x119f (4511),0x02,0x03f9,0x010,0x03e6,0
2002,15.55484822,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4da4 (19876),0x00,0xc23f,0x010,0x9182,0
2003,15.55485397,208.59.215.211,192.168.188.128,TLSv1.2,1514,"Application Data, Application Data",56498,0x4da5 (19877),0x00,0xc23e,0x010,0xa539,0
2004,15.55485764,192.168.188.128,208.59.215.211,TCP,54,56498  >  443 [ACK] Seq=2933 Ack=528630 Win=65535 Len=0,443,0x11a0 (4512),0x02,0x03f8,0x010,0xf87d,0
2005,15.55487521,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4da6 (19878),0x00,0xc23d,0x010,0xe229,0
2006,15.55487778,208.59.215.211,192.168.188.128,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],56498,0x4da7 (19879),0x00,0xc23c,0x010,0x29a4,0
